I,1414.2718256489093,0.09171454646134868
I,1379.6449292498778,0.035310095657162484
I,1469.1692636864766,0.1775083891700387
I,13280.095887139387,-0.0018912347437949088
I,14797.405972783557,3.1273429760906155
I,13783.548905827443,5.2313402930497075
I,14642.279521749113,5.170136351822785
I,0.0012189,4.75381149645947,I,0.0003961,3.2324776610744377,2827832500
I,0.0010058,4.359763408923609,2831604680
I,0.0010789,4.494973217372516,2831620000
I,0.0003342,3.117934218782392,2831633900
I,0.0002416,2.9466928447324023,2831646090
I,0.0007813,3.9446382202151784,2832376560
X,13599.234657506593,13599.181888872034,2842940310
Y,20306.963559229847,20305.867448899062,2842940310
Z,17014.36366357729,17013.779694808938,2842940310
I,0.0006167,3.6403207086872795,2842940310
X,14760.060870666548,14759.82754339463,2843940780
Y,16585.776293053234,16585.258988140966,2843940780
Z,16523.922651509714,16523.414967511504,2843940780
I,0.0007566,3.8988741286684685,2843940780
X,14422.326638434803,14422.14584343005,2846424370
Y,18869.94191348122,18869.069322112417,2846424370
Z,14333.965663284103,14333.79861222921,2846424370
I,0.0008733,4.114813935502918,2846424370
X,14808.24548433044,14808.00466226896,2846434370
Y,18392.761360905162,18391.96299173204,2846434370
Z,16898.419385809917,16897.8534513869,2846434370
I,0.0021892,6.54788394535352,2846434370
X,14589.205283118828,14588.998531273724,2846599210
Y,18235.613388268506,18234.839462395754,2846599210
Z,15956.414786456204,15955.995374453958,2846599210
I,0.0006747,3.747497284455358,2846599210
X,15711.216878588784,15710.835605456617,2846609210
Y,24346.670373242934,24344.945913940188,2846609210
Z,18288.47224345888,18287.69009575003,2846609210
I,0.0017745,5.781114883662334,2846609210
X,14596.772367996062,14596.564439142274,2847113590
Y,15344.720620920072,15344.39635379288,2847113590
Z,15673.61150471406,15673.23608084252,2847113590
I,0.0010174,4.381250952674846,2847113590
X,15768.61170129916,15768.221500791937,2847123590
Y,21351.497289009065,21350.238708547276,2847123590
Z,18056.25463489034,18055.50860705413,2847123590
I,0.0025753,7.2617891569895665,2847123590
X,15963.658710275718,15963.238171530296,2847133590
Y,21142.257363744648,21141.03132913284,2847133590
Z,17501.728345571857,17501.068570535626,2847133590
I,0.0019756,6.152960972324699,2847133590
X,14471.82029497109,14471.631801564043,2853411710
Y,14380.258433265839,14380.084181684826,2853411710
Z,15793.505741177183,15793.111668571046,2853411710
I,0.0,1.4509510534590937,2853411710
X,14172.693178220361,14172.551212005743,2854375150
Y,18458.199208877344,18457.39066129119,2854375150
Z,17930.835692505705,17930.109172734592,2854375150
I,0.0,1.535996871631615,2854375150
X,13704.669616939242,13704.600448612471,2859268120
Y,18768.58752300043,18767.73069661904,2859268120
Z,15439.087258429468,15438.748313212405,2859268120
I,1e-06,2.5018930082181803,2859268120
X,14505.423487877406,14505.229767721812,2863291250
Y,20850.39314150351,20849.212504390194,2863291250
Z,14743.944195868567,14743.71337543601,2863291250
I,0,0.5809056062566366,2863291250
X,14832.381562449831,14832.136986185245,2863935000
Y,17479.334783089747,17478.678491220144,2863935000
Z,14215.219378488915,14215.070797612529,2863935000
I,0,1.5246016597943748,2863935000
X,14180.729989084728,14180.586772798737,2864245150
Y,20465.87602905574,20464.755200969026,2864245150
Z,14944.654212924223,14944.392173411,2864245150
I,0,1.9605714273194836,2864245150
X,14168.281975191261,14168.14069510933,2864894840
Y,13999.366227693516,13999.251221309447,2864894840
Z,13550.989306707883,13550.944042310133,2864894840
I,0,2.438170763763245,2864894840
X,14387.123721760921,14386.948402330887,2864906090
Y,20334.740238089737,20333.63980728511,2864906090
Z,15025.427345026445,15025.15274180084,2864906090
I,0,2.206821959111846,2864906090
X,13381.152766916462,13381.133919439566,2865274530
Y,20377.51098332532,20376.403899821617,2865274530
Z,15614.942665314524,15614.576366982688,2865274530
X,14174.976893574245,14174.834572143207,2866271710
Y,19359.646119276716,19358.69735774299,2866271710
Z,17520.567073175713,17519.904367903287,2866271710
X,14261.001203375841,14260.845501447377,2866708120
Y,19122.421731156865,19121.509868266345,2866708120
Z,13510.671189005394,13510.63219581716,2866708120
X,14644.037329134158,14643.822048536516,2867171090
Y,18928.303297728653,18927.42162864271,2867171090
Z,13563.211849676549,13563.164684145211,2867171090
I,16.216,10.716000000000001,2867171090
X,14102.125125620307,14101.99413578723,2867237500
Y,15193.07535741673,15192.774677680854,2867237500
Z,16931.58103205208,16931.009939560106,2867237500
I,16.216,10.716000000000001,2867237500
X,13536.878370124417,13536.835300587063,2867246090
Y,15977.071287022954,15976.64866204227,2867246090
Z,15321.854297308244,15321.533586882464,2867246090
I,16.216,10.716000000000001,2867246090
X,13569.17328759935,13569.125194806811,2867262960
Y,19409.891826395244,19408.93524948286,2867262960
Z,17786.38099040988,17785.67693958707,2867262960
I,16.216,10.716000000000001,2867262960
X,14138.456865514096,14138.32022452551,2867269840
Y,19686.42384076861,19685.424251178585,2867269840
Z,15857.826984638414,15857.422907299491,2867269840
I,16.216,10.716000000000001,2867269840
X,13345.306388956538,13345.293117140396,2867275310
Y,16631.861896158825,16631.337422943838,2867275310
Z,13397.132134481215,13397.110801522169,2867275310
I,16.216,10.716000000000001,2867275310
X,14703.671909975024,14703.447353623154,2867280620
Y,16506.438658159215,16505.93369367748,2867280620
Z,16346.7257870118,16346.245664782986,2867280620
I,16.216,10.716000000000001,2867280620
X,14579.06955290906,14578.864377607986,2867374840
