



2020-02-23 23:32:27.082520,1433.6,1925.1200000000001,1794.048
2020-02-23 23:32:27.180635,1515.52,2498.56,2236.4159999999997
2020-02-23 23:32:27.290002,1597.44,3072.0,2678.784
2020-02-23 23:32:27.399790,1679.36,3645.44,3121.1519999999996
2020-02-23 23:32:27.509487,1761.28,4218.88,3563.5199999999995
2020-02-23 23:32:27.618566,1843.2,4792.32,4005.8880000000004
2020-02-23 23:32:27.728192,1925.1200000000001,5365.76,4448.255999999999
2020-02-23 23:32:27.836919,2007.0400000000002,5939.2,4890.623999999999
2020-02-23 23:32:27.946626,2088.96,6512.640000000001,5332.992
2020-02-23 23:32:28.055817,2170.88,7086.08,5775.359999999999
2020-02-23 23:32:28.165131,2252.8,7659.5199999999995,6217.728
2020-02-23 23:32:28.276540,2334.7200000000003,8232.960000000001,6660.0960000000005
2020-02-23 23:32:28.384813,2416.6400000000003,8806.4,7102.464
2020-02-23 23:32:28.495405,2498.56,9379.84,7544.832
2020-02-23 23:32:28.605634,2580.48,9953.28,7987.200000000002
2020-02-23 23:32:28.714162,2662.4,10526.720000000001,8429.568000000003
2020-02-23 23:32:28.822094,2744.32,11100.16,8871.936000000003
2020-02-23 23:32:28.930678,2826.2400000000002,11673.600000000002,9314.304000000004
2020-02-23 23:32:29.040089,2908.16,12247.04,9756.672000000004
2020-02-23 23:32:29.149380,2990.08,12820.48,10199.040000000005
2020-02-23 23:32:29.259276,3072.0,13393.920000000002,10641.408000000005
2020-02-23 23:32:29.371447,3153.92,13967.36,11083.776000000005
2020-02-23 23:32:29.477715,3235.84,14540.8,11526.144000000006
2020-02-23 23:32:29.587533,3317.7600000000007,15114.24,11968.512000000006
2020-02-23 23:32:29.696580,3399.6800000000003,15687.679999999998,12410.880000000006
2020-02-23 23:32:29.806182,3481.6,16261.119999999999,12853.248000000005
